,Date,Day_of_Week,Time_Slot,Route_ID,Route_Name,Bus_ID,Driver_ID,Bus_Type,Total_Seats,Seats_Booked,Occupancy_Rate (%),Ticket_Price,Revenue_Per_Trip,Fuel_Consumption_Liters,Fuel_Efficiency_KMPL,Maintenance_Status,Last_Service_Date,Breakdown_Incidents,Disruption_Likelihood,Risk_Score,Delay_Probability,Expense_Per_Trip,Profit_Per_Trip,Weather,Festival_Season,Holiday,Special_Event,Avg_Travel_Time (mins),Delay_Mins,Start_Desitination,End_Destination,Distance_KM
3174,09-03-2024,Saturday,Afternoon,365,Surat-Rajkot,GJ01-Sleeper-232,D185,Sleeper,40,59,147.5,200,11800,7.5,4.74,Good,11-04-2024,1,0.82,Low,0.14,5006,6794,Foggy,0,1,IPL Match,188,3,Surat,Rajkot,228
3175,05-03-2024,Tuesday,Morning,444,Ahmedabad-Vadodara,GJ06-Express-111,D310,Express,40,33,82.5,250,8250,8.38,5.5,Needs Repair,09-03-2024,0,0.47,Low,0.58,4344,3906,Foggy,1,0,Navratri,208,16,Ahmedabad,Vadodara,246
3176,02-06-2024,Sunday,Night,298,Ahmedabad-Vadodara,GJ05-AC-124,D431,AC,50,48,96,300,14400,9.46,4.86,Needs Repair,03-04-2024,1,0.86,High,0.46,4439,9961,Clear,0,0,Navratri,170,26,Ahmedabad,Vadodara,138
3177,25-06-2024,Tuesday,Night,376,Gandhinagar-Bhavnagar,GJ05-AC-323,D197,Express,40,25,62.5,200,5000,9.28,4.99,Needs Repair,23-02-2024,0,0.24,High,0.74,4881,119,Foggy,1,0,Festival Season,233,13,Gandhinagar,Bhavnagar,80
3178,08-02-2024,Thursday,Night,135,Gandhinagar-Bhavnagar,GJ01-Non-AC-131,D242,AC,60,28,46.67,250,7000,9.08,5.61,Needs Repair,07-05-2024,1,0.14,High,0.42,3741,3259,Clear,1,0,,271,18,Gandhinagar,Bhavnagar,227
3179,16-04-2024,Tuesday,Afternoon,456,Surat-Rajkot,GJ05-Sleeper-390,D380,Sleeper,40,22,55,150,3300,8.88,4.08,Good,24-06-2024,3,0.5,Medium,0.55,4584,-1284,Rainy,1,0,,211,26,Surat,Rajkot,69
3180,08-03-2024,Friday,Night,219,Ahmedabad-Vadodara,GJ07-Non-AC-445,D309,Sleeper,50,55,110,300,16500,10.22,5.43,Good,05-02-2024,1,0.7,High,0.17,5218,11282,Foggy,1,1,,185,6,Ahmedabad,Vadodara,232
3181,08-01-2024,Monday,Night,190,Surat-Rajkot,GJ07-Non-AC-281,D191,Non-AC,50,21,42,250,5250,7.7,5.78,Needs Repair,12-04-2024,1,0.39,Low,0.1,3965,1285,Rainy,0,1,Navratri,137,26,Surat,Rajkot,179
3182,09-06-2024,Sunday,Night,156,Surat-Rajkot,GJ01-Non-AC-352,D406,Non-AC,60,22,36.67,150,3300,7.78,5.59,Needs Repair,29-05-2024,1,0.46,High,0.3,3215,85,Clear,1,1,IPL Match,152,0,Surat,Rajkot,202
3183,05-02-2024,Monday,Night,134,Gandhinagar-Bhavnagar,GJ03-AC-262,D101,Express,60,46,76.67,150,6900,9.51,4.42,Good,29-03-2024,2,0.12,Medium,0.13,4198,2702,Clear,0,0,Navratri,228,3,Gandhinagar,Bhavnagar,62
3184,21-06-2024,Friday,Morning,496,Ahmedabad-Vadodara,GJ02-Express-174,D257,Non-AC,60,45,75,250,11250,9.66,5.04,Needs Repair,16-02-2024,3,0.61,Low,0.27,3631,7619,Foggy,0,0,Navratri,222,0,Ahmedabad,Vadodara,171
3185,01-05-2024,Wednesday,Morning,251,Ahmedabad-Vadodara,GJ02-AC-415,D224,Express,40,23,57.5,250,5750,7.02,4.06,Good,23-04-2024,2,0.38,Low,0.43,5715,35,Foggy,1,1,IPL Match,284,0,Ahmedabad,Vadodara,152
3186,03-04-2024,Wednesday,Morning,204,Surat-Rajkot,GJ07-AC-427,D473,Non-AC,50,60,120,300,18000,7.58,4.38,Needs Repair,30-05-2024,0,0.37,Low,0.21,3307,14693,Clear,0,0,Festival Season,267,26,Surat,Rajkot,155
3187,19-04-2024,Friday,Morning,303,Surat-Rajkot,GJ03-Non-AC-428,D147,AC,40,40,100,150,6000,9.47,5.05,Good,12-06-2024,3,0.15,High,0.5,6704,-704,Clear,1,0,IPL Match,285,24,Surat,Rajkot,168
3188,05-06-2024,Wednesday,Morning,144,Surat-Rajkot,GJ05-Non-AC-449,D371,Express,50,43,86,200,8600,8.45,4.39,Needs Repair,28-03-2024,2,0.23,Medium,0.11,4662,3938,Foggy,1,1,Festival Season,198,22,Surat,Rajkot,119
3189,15-01-2024,Monday,Night,431,Ahmedabad-Vadodara,GJ05-Non-AC-360,D112,Express,40,55,137.5,200,11000,9.32,4.28,Needs Repair,09-03-2024,3,0.59,Medium,0.41,4103,6897,Rainy,0,1,IPL Match,153,10,Ahmedabad,Vadodara,244
3190,17-06-2024,Monday,Afternoon,258,Gandhinagar-Bhavnagar,GJ08-Non-AC-440,D260,AC,40,53,132.5,200,10600,7.67,5.01,Good,25-04-2024,3,0.85,High,0.75,3203,7397,Clear,1,0,Navratri,132,30,Gandhinagar,Bhavnagar,235
3191,29-05-2024,Wednesday,Morning,204,Surat-Rajkot,GJ02-Express-321,D484,AC,40,34,85,200,6800,8.34,4.35,Needs Repair,28-01-2024,2,0.69,Medium,0.62,3413,3387,Rainy,0,0,Navratri,213,0,Surat,Rajkot,148
3192,21-05-2024,Tuesday,Morning,264,Surat-Rajkot,GJ02-AC-331,D215,AC,60,44,73.33,150,6600,7.55,5.04,Needs Repair,07-04-2024,2,0.73,Medium,0.57,6976,-376,Clear,1,1,,250,28,Surat,Rajkot,131
3193,11-06-2024,Tuesday,Afternoon,400,Ahmedabad-Vadodara,GJ01-Non-AC-226,D334,Non-AC,40,39,97.5,200,7800,6.96,5.96,Needs Repair,21-04-2024,2,0.43,Medium,0.12,6487,1313,Foggy,0,0,Navratri,194,6,Ahmedabad,Vadodara,124
3194,21-01-2024,Sunday,Night,362,Gandhinagar-Bhavnagar,GJ05-Sleeper-225,D451,Express,40,60,150,300,18000,8.89,4.06,Needs Repair,17-04-2024,2,0.69,Medium,0.35,5895,12105,Rainy,0,1,IPL Match,253,18,Gandhinagar,Bhavnagar,167
3195,02-01-2024,Tuesday,Night,247,Gandhinagar-Bhavnagar,GJ05-Sleeper-145,D348,AC,40,20,50,150,3000,9.98,5.55,Needs Repair,27-02-2024,3,0.42,Low,0.22,3695,-695,Foggy,0,0,Festival Season,152,20,Gandhinagar,Bhavnagar,133
3196,25-02-2024,Sunday,Afternoon,271,Ahmedabad-Vadodara,GJ04-Non-AC-347,D166,AC,60,42,70,150,6300,8.43,4.12,Good,22-06-2024,0,0.22,Low,0.75,5443,857,Clear,0,1,Navratri,132,20,Ahmedabad,Vadodara,241
3197,13-02-2024,Tuesday,Night,497,Surat-Rajkot,GJ02-AC-163,D494,Non-AC,40,39,97.5,200,7800,6.97,5.14,Good,15-05-2024,1,0.56,Medium,0.45,5468,2332,Clear,1,1,Festival Season,238,11,Surat,Rajkot,118
3198,01-02-2024,Thursday,Morning,132,Vadodara-Surat,GJ07-Non-AC-329,D124,Non-AC,60,29,48.33,250,7250,9.11,4.56,Needs Repair,15-02-2024,0,0.69,Medium,0.48,5643,1607,Rainy,1,1,,234,11,Vadodara,Surat,108
3199,16-02-2024,Friday,Morning,313,Vadodara-Surat,GJ07-Sleeper-259,D108,AC,40,59,147.5,200,11800,8.3,5.47,Good,10-02-2024,1,0.32,Medium,0.4,5508,6292,Foggy,1,1,Navratri,240,8,Vadodara,Surat,237
3200,12-06-2024,Wednesday,Night,472,Ahmedabad-Vadodara,GJ01-Non-AC-253,D280,Sleeper,60,21,35,150,3150,10.22,5.9,Needs Repair,14-06-2024,2,0.83,High,0.35,4388,-1238,Rainy,1,1,Festival Season,171,30,Ahmedabad,Vadodara,175
3201,16-06-2024,Sunday,Night,461,Ahmedabad-Vadodara,GJ07-AC-130,D307,Express,40,47,117.5,250,11750,7.73,5.64,Needs Repair,28-06-2024,3,0.54,Medium,0.78,5445,6305,Clear,1,1,Festival Season,233,6,Ahmedabad,Vadodara,160
3202,05-01-2024,Friday,Morning,299,Vadodara-Surat,GJ02-AC-389,D100,Non-AC,50,54,108,200,10800,7.33,4.55,Good,16-05-2024,0,0.73,Medium,0.73,5766,5034,Rainy,0,1,Festival Season,142,27,Vadodara,Surat,111
3203,13-01-2024,Saturday,Morning,195,Gandhinagar-Bhavnagar,GJ06-Express-211,D487,Express,60,51,85,300,15300,8.1,5.93,Good,13-04-2024,1,0.28,Low,0.23,3148,12152,Clear,0,1,,154,30,Gandhinagar,Bhavnagar,193
3204,17-06-2024,Monday,Night,243,Ahmedabad-Vadodara,GJ02-AC-471,D264,Non-AC,50,55,110,250,13750,8.67,4.09,Needs Repair,03-02-2024,3,0.7,Low,0.35,4828,8922,Foggy,1,0,,151,27,Ahmedabad,Vadodara,177
3205,22-03-2024,Friday,Afternoon,175,Surat-Rajkot,GJ01-Non-AC-393,D408,Express,40,28,70,250,7000,9.81,5.6,Needs Repair,16-04-2024,2,0.16,Medium,0.76,4290,2710,Clear,0,0,Navratri,141,25,Surat,Rajkot,154
3206,21-04-2024,Sunday,Night,168,Gandhinagar-Bhavnagar,GJ05-Non-AC-458,D495,Sleeper,50,37,74,250,9250,7.64,5.15,Needs Repair,07-03-2024,0,0.37,High,0.73,5318,3932,Clear,0,1,Festival Season,230,3,Gandhinagar,Bhavnagar,117
3207,28-04-2024,Sunday,Night,242,Vadodara-Surat,GJ03-Sleeper-234,D479,Non-AC,40,50,125,250,12500,7.08,4.51,Needs Repair,03-02-2024,0,0.48,Medium,0.52,6773,5727,Foggy,1,0,Navratri,187,15,Vadodara,Surat,64
3208,15-05-2024,Wednesday,Night,104,Surat-Rajkot,GJ06-AC-139,D201,Express,40,49,122.5,250,12250,9.77,5.26,Good,02-02-2024,0,0.7,Medium,0.27,5386,6864,Foggy,0,1,Navratri,214,6,Surat,Rajkot,232
3209,07-06-2024,Friday,Afternoon,416,Vadodara-Surat,GJ09-AC-297,D258,AC,50,35,70,150,5250,9.76,5.64,Good,31-03-2024,1,0.63,High,0.44,3820,1430,Clear,0,1,Festival Season,152,10,Vadodara,Surat,84
3210,27-04-2024,Saturday,Afternoon,384,Vadodara-Surat,GJ01-AC-485,D104,Non-AC,60,45,75,250,11250,8.61,5.13,Needs Repair,13-02-2024,2,0.3,Low,0.71,3460,7790,Foggy,1,1,IPL Match,177,11,Vadodara,Surat,232
3211,12-04-2024,Friday,Afternoon,240,Surat-Rajkot,GJ04-Non-AC-282,D341,Non-AC,60,60,100,200,12000,10.4,5.82,Good,19-02-2024,0,0.47,Low,0.55,6495,5505,Foggy,1,1,Navratri,180,17,Surat,Rajkot,63
3212,25-06-2024,Tuesday,Morning,173,Surat-Rajkot,GJ01-Non-AC-279,D430,Express,50,51,102,250,12750,10.02,4.67,Good,13-01-2024,0,0.5,Low,0.52,3628,9122,Rainy,0,0,Navratri,149,2,Surat,Rajkot,226
3213,20-04-2024,Saturday,Morning,284,Surat-Rajkot,GJ02-Express-203,D236,Express,60,60,100,250,15000,9.03,4.19,Good,03-03-2024,0,0.38,Low,0.68,5913,9087,Foggy,1,1,IPL Match,196,11,Surat,Rajkot,151
3214,10-04-2024,Wednesday,Night,467,Gandhinagar-Bhavnagar,GJ06-Sleeper-363,D279,AC,60,60,100,150,9000,8.53,5.16,Needs Repair,26-04-2024,3,0.89,Low,0.54,5826,3174,Clear,1,1,IPL Match,227,19,Gandhinagar,Bhavnagar,149
3215,13-06-2024,Thursday,Morning,131,Surat-Rajkot,GJ05-Non-AC-289,D249,Sleeper,40,55,137.5,200,11000,8.63,5.28,Good,07-03-2024,1,0.19,Low,0.75,3365,7635,Foggy,0,1,IPL Match,229,21,Surat,Rajkot,56
3216,08-06-2024,Saturday,Morning,328,Ahmedabad-Vadodara,GJ02-Express-440,D366,Express,50,59,118,200,11800,7.08,4.47,Needs Repair,12-05-2024,1,0.78,Medium,0.31,6074,5726,Foggy,1,1,IPL Match,147,19,Ahmedabad,Vadodara,79
3217,22-02-2024,Thursday,Afternoon,421,Ahmedabad-Vadodara,GJ06-Sleeper-449,D191,Sleeper,50,56,112,300,16800,7.52,5.57,Good,22-04-2024,3,0.81,Low,0.73,5145,11655,Clear,0,0,Navratri,223,24,Ahmedabad,Vadodara,98
3218,12-02-2024,Monday,Morning,432,Ahmedabad-Vadodara,GJ07-Non-AC-275,D366,AC,40,29,72.5,300,8700,7.34,4.2,Needs Repair,02-05-2024,3,0.65,Medium,0.11,5503,3197,Rainy,1,1,IPL Match,298,30,Ahmedabad,Vadodara,193
3219,16-02-2024,Friday,Morning,155,Surat-Rajkot,GJ02-Sleeper-409,D139,Non-AC,40,41,102.5,200,8200,8.07,5.18,Good,23-03-2024,2,0.43,High,0.68,6169,2031,Clear,0,0,Navratri,162,24,Surat,Rajkot,160
3220,15-05-2024,Wednesday,Afternoon,263,Ahmedabad-Vadodara,GJ07-Non-AC-267,D295,AC,60,45,75,150,6750,8.99,5.39,Needs Repair,05-05-2024,0,0.81,Medium,0.5,4743,2007,Clear,0,1,IPL Match,181,19,Ahmedabad,Vadodara,228
3221,12-03-2024,Tuesday,Morning,182,Surat-Rajkot,GJ05-AC-301,D297,Non-AC,60,40,66.67,200,8000,9.56,5.01,Good,05-03-2024,0,0.28,Medium,0.19,5491,2509,Rainy,1,0,Festival Season,256,13,Surat,Rajkot,121
3222,10-06-2024,Monday,Night,410,Gandhinagar-Bhavnagar,GJ05-AC-472,D154,AC,50,32,64,200,6400,9,4.19,Good,02-03-2024,2,0.3,Low,0.79,3488,2912,Foggy,1,0,Navratri,249,23,Gandhinagar,Bhavnagar,129
3223,04-05-2024,Saturday,Night,269,Ahmedabad-Vadodara,GJ06-Sleeper-159,D479,Sleeper,50,59,118,250,14750,7.65,4.3,Needs Repair,17-02-2024,0,0.31,Medium,0.18,5507,9243,Rainy,0,1,Festival Season,169,5,Ahmedabad,Vadodara,132
3224,07-06-2024,Friday,Morning,462,Ahmedabad-Vadodara,GJ06-AC-201,D342,Sleeper,50,51,102,150,7650,6.58,5.63,Good,20-03-2024,3,0.89,High,0.55,6812,838,Rainy,0,1,,149,10,Ahmedabad,Vadodara,91
3225,22-03-2024,Friday,Night,237,Gandhinagar-Bhavnagar,GJ08-Non-AC-331,D300,Express,60,58,96.67,250,14500,9.41,4.82,Needs Repair,03-02-2024,3,0.75,High,0.1,5856,8644,Rainy,0,0,Festival Season,252,1,Gandhinagar,Bhavnagar,66
3226,18-02-2024,Sunday,Morning,183,Ahmedabad-Vadodara,GJ09-Express-143,D326,Sleeper,40,58,145,150,8700,8.97,4.48,Needs Repair,05-04-2024,0,0.46,High,0.22,6746,1954,Clear,1,1,Festival Season,151,19,Ahmedabad,Vadodara,240
3227,14-04-2024,Sunday,Morning,467,Vadodara-Surat,GJ03-Express-435,D380,Express,60,42,70,150,6300,8.31,5.21,Good,20-03-2024,0,0.71,High,0.26,4702,1598,Rainy,1,0,Navratri,242,10,Vadodara,Surat,222
3228,25-06-2024,Tuesday,Afternoon,267,Gandhinagar-Bhavnagar,GJ04-Sleeper-350,D310,AC,40,30,75,250,7500,8.51,4.71,Good,02-05-2024,2,0.45,Low,0.24,4342,3158,Foggy,0,0,IPL Match,261,5,Gandhinagar,Bhavnagar,56
3229,25-02-2024,Sunday,Night,417,Vadodara-Surat,GJ06-Express-165,D348,Express,50,57,114,200,11400,7.66,4.75,Needs Repair,13-02-2024,2,0.25,Medium,0.55,4468,6932,Rainy,0,0,IPL Match,168,23,Vadodara,Surat,204
3230,04-06-2024,Tuesday,Night,154,Gandhinagar-Bhavnagar,GJ05-Sleeper-266,D372,Express,50,39,78,300,11700,9.07,4.19,Good,04-05-2024,3,0.3,Medium,0.48,4417,7283,Foggy,1,0,,163,6,Gandhinagar,Bhavnagar,59
3231,11-06-2024,Tuesday,Afternoon,232,Vadodara-Surat,GJ09-Sleeper-489,D415,Non-AC,60,32,53.33,200,6400,10.26,5.83,Good,29-02-2024,1,0.39,Medium,0.63,6751,-351,Rainy,1,0,Navratri,129,0,Vadodara,Surat,83
3232,07-01-2024,Sunday,Morning,327,Ahmedabad-Vadodara,GJ01-Express-312,D385,Non-AC,50,48,96,300,14400,8.41,4.78,Needs Repair,31-05-2024,1,0.35,High,0.29,3821,10579,Rainy,1,1,IPL Match,126,24,Ahmedabad,Vadodara,85
3233,18-01-2024,Thursday,Night,324,Gandhinagar-Bhavnagar,GJ07-Express-200,D159,Express,50,50,100,200,10000,10.34,4.28,Good,22-01-2024,2,0.63,High,0.56,6485,3515,Clear,0,1,Festival Season,169,18,Gandhinagar,Bhavnagar,202
3234,16-04-2024,Tuesday,Afternoon,500,Gandhinagar-Bhavnagar,GJ02-Non-AC-266,D280,Sleeper,60,46,76.67,300,13800,8.72,5.37,Needs Repair,20-04-2024,0,0.63,Low,0.61,3768,10032,Foggy,0,0,IPL Match,245,8,Gandhinagar,Bhavnagar,55
3235,07-01-2024,Sunday,Morning,270,Surat-Rajkot,GJ03-AC-393,D113,Sleeper,50,28,56,200,5600,8.84,4.49,Good,22-05-2024,1,0.62,Medium,0.39,4004,1596,Foggy,0,1,,279,12,Surat,Rajkot,201
3236,03-06-2024,Monday,Afternoon,136,Gandhinagar-Bhavnagar,GJ05-Sleeper-463,D464,Sleeper,50,21,42,250,5250,7.93,5.14,Good,13-06-2024,3,0.47,Low,0.29,6872,-1622,Clear,1,0,Navratri,256,16,Gandhinagar,Bhavnagar,195
3237,06-01-2024,Saturday,Morning,218,Vadodara-Surat,GJ09-Sleeper-315,D193,Sleeper,60,55,91.67,300,16500,6.64,4.3,Needs Repair,05-01-2024,0,0.65,High,0.22,6536,9964,Foggy,1,1,IPL Match,274,12,Vadodara,Surat,183
3238,28-05-2024,Tuesday,Afternoon,478,Vadodara-Surat,GJ05-Express-217,D251,AC,50,29,58,150,4350,8.29,5.47,Good,02-04-2024,3,0.3,Medium,0.27,5979,-1629,Rainy,1,1,IPL Match,128,27,Vadodara,Surat,78
3239,23-04-2024,Tuesday,Night,419,Gandhinagar-Bhavnagar,GJ07-Non-AC-367,D326,Non-AC,60,32,53.33,250,8000,9.02,5.08,Needs Repair,11-03-2024,2,0.89,Low,0.22,4356,3644,Rainy,0,0,,123,26,Gandhinagar,Bhavnagar,175
3240,03-02-2024,Saturday,Afternoon,479,Surat-Rajkot,GJ04-Express-328,D247,Non-AC,40,33,82.5,150,4950,10.37,4.45,Good,18-03-2024,0,0.64,Low,0.27,6772,-1822,Clear,0,0,IPL Match,254,9,Surat,Rajkot,202
3241,06-05-2024,Monday,Night,295,Surat-Rajkot,GJ06-Express-130,D475,Non-AC,60,20,33.33,150,3000,8.58,5.54,Good,24-01-2024,2,0.13,High,0.45,4027,-1027,Foggy,1,0,IPL Match,198,19,Surat,Rajkot,232
3242,11-02-2024,Sunday,Afternoon,255,Ahmedabad-Vadodara,GJ03-AC-239,D422,Sleeper,50,46,92,300,13800,9.39,5.14,Needs Repair,24-04-2024,1,0.27,Medium,0.34,6717,7083,Rainy,0,0,Navratri,242,9,Ahmedabad,Vadodara,130
3243,05-04-2024,Friday,Night,242,Surat-Rajkot,GJ06-Express-448,D134,Sleeper,40,44,110,200,8800,7.75,4.08,Good,11-04-2024,0,0.45,Medium,0.37,6144,2656,Clear,1,0,IPL Match,265,6,Surat,Rajkot,223
3244,27-06-2024,Thursday,Afternoon,391,Surat-Rajkot,GJ02-AC-315,D135,AC,60,39,65,200,7800,6.53,4.46,Good,13-04-2024,3,0.42,Medium,0.59,5417,2383,Foggy,0,1,IPL Match,162,16,Surat,Rajkot,201
3245,29-01-2024,Monday,Morning,327,Gandhinagar-Bhavnagar,GJ08-Express-130,D429,Sleeper,60,36,60,150,5400,8.29,5.08,Needs Repair,10-04-2024,0,0.29,Medium,0.74,5640,-240,Foggy,0,1,IPL Match,122,23,Gandhinagar,Bhavnagar,124
3246,24-04-2024,Wednesday,Morning,153,Ahmedabad-Vadodara,GJ01-Sleeper-256,D492,Sleeper,50,41,82,200,8200,6.79,5.63,Needs Repair,05-03-2024,3,0.76,Low,0.69,3459,4741,Rainy,0,0,Festival Season,120,27,Ahmedabad,Vadodara,75
3247,23-02-2024,Friday,Morning,494,Surat-Rajkot,GJ02-Express-454,D226,Non-AC,60,42,70,200,8400,7.4,5.6,Good,09-04-2024,0,0.1,Medium,0.32,3166,5234,Foggy,1,1,IPL Match,131,21,Surat,Rajkot,176
3248,31-03-2024,Sunday,Morning,456,Surat-Rajkot,GJ09-Non-AC-112,D236,Sleeper,60,45,75,200,9000,6.78,4.52,Needs Repair,20-06-2024,0,0.62,Low,0.44,3319,5681,Rainy,0,1,Navratri,191,8,Surat,Rajkot,164
3249,20-06-2024,Thursday,Night,415,Surat-Rajkot,GJ01-Sleeper-497,D184,Sleeper,50,40,80,250,10000,8.16,5.19,Good,08-04-2024,0,0.76,Medium,0.68,3498,6502,Clear,1,1,Navratri,187,11,Surat,Rajkot,175
3250,07-06-2024,Friday,Afternoon,186,Ahmedabad-Vadodara,GJ01-Non-AC-303,D216,Sleeper,50,34,68,300,10200,7.48,5.09,Good,09-06-2024,2,0.44,Medium,0.38,4720,5480,Clear,0,0,Festival Season,196,1,Ahmedabad,Vadodara,77
3251,28-04-2024,Sunday,Night,299,Gandhinagar-Bhavnagar,GJ06-Express-305,D370,Express,50,29,58,300,8700,8.57,4.11,Good,24-01-2024,3,0.29,Low,0.53,6089,2611,Rainy,1,1,,298,22,Gandhinagar,Bhavnagar,180
3252,08-02-2024,Thursday,Afternoon,299,Vadodara-Surat,GJ06-Express-427,D471,AC,40,59,147.5,250,14750,7.98,4.07,Needs Repair,12-05-2024,0,0.62,Low,0.4,3582,11168,Rainy,0,1,Festival Season,198,10,Vadodara,Surat,124
3253,04-06-2024,Tuesday,Night,158,Vadodara-Surat,GJ06-Non-AC-373,D344,AC,40,56,140,300,16800,6.56,4.97,Needs Repair,29-06-2024,3,0.62,High,0.21,3299,13501,Foggy,0,0,Navratri,246,10,Vadodara,Surat,215
3254,29-02-2024,Thursday,Night,497,Vadodara-Surat,GJ04-Sleeper-348,D260,Non-AC,60,50,83.33,200,10000,8.31,5.43,Good,13-02-2024,3,0.42,High,0.15,6164,3836,Clear,0,1,Navratri,284,17,Vadodara,Surat,238
3255,22-06-2024,Saturday,Afternoon,421,Gandhinagar-Bhavnagar,GJ04-Sleeper-369,D283,Express,50,54,108,250,13500,8.84,5.59,Needs Repair,13-01-2024,0,0.49,Low,0.73,3243,10257,Foggy,0,0,Navratri,150,18,Gandhinagar,Bhavnagar,127
3256,08-01-2024,Monday,Afternoon,469,Gandhinagar-Bhavnagar,GJ01-Non-AC-416,D208,Non-AC,50,40,80,150,6000,6.56,4.27,Needs Repair,11-01-2024,3,0.58,High,0.7,3102,2898,Clear,0,0,IPL Match,245,30,Gandhinagar,Bhavnagar,228
3257,07-05-2024,Tuesday,Morning,377,Surat-Rajkot,GJ06-Sleeper-357,D379,AC,50,26,52,200,5200,10.39,5.08,Good,21-06-2024,0,0.57,Medium,0.7,5308,-108,Rainy,0,0,Navratri,258,21,Surat,Rajkot,139
3258,24-01-2024,Wednesday,Afternoon,111,Vadodara-Surat,GJ05-Express-230,D277,Express,60,34,56.67,250,8500,7.86,4.76,Needs Repair,13-05-2024,1,0.83,High,0.64,4187,4313,Foggy,0,0,Navratri,219,20,Vadodara,Surat,225
3259,07-03-2024,Thursday,Afternoon,103,Gandhinagar-Bhavnagar,GJ07-Express-360,D214,Sleeper,50,35,70,200,7000,10.01,4.96,Needs Repair,16-01-2024,2,0.27,Medium,0.74,5923,1077,Rainy,1,0,IPL Match,137,16,Gandhinagar,Bhavnagar,70
3260,29-06-2024,Saturday,Afternoon,248,Gandhinagar-Bhavnagar,GJ01-AC-106,D483,AC,60,41,68.33,250,10250,8.46,5.42,Needs Repair,12-06-2024,3,0.21,Medium,0.27,3481,6769,Rainy,0,0,IPL Match,245,24,Gandhinagar,Bhavnagar,103
3261,15-02-2024,Thursday,Night,222,Gandhinagar-Bhavnagar,GJ03-AC-373,D275,AC,40,47,117.5,150,7050,9.87,5.75,Good,01-05-2024,0,0.34,Medium,0.75,5817,1233,Clear,0,0,Festival Season,181,7,Gandhinagar,Bhavnagar,233
3262,06-03-2024,Wednesday,Morning,155,Gandhinagar-Bhavnagar,GJ01-Express-148,D126,AC,50,35,70,250,8750,7.62,5.89,Good,10-02-2024,1,0.87,Low,0.18,6769,1981,Rainy,0,0,,270,21,Gandhinagar,Bhavnagar,152
3263,10-01-2024,Wednesday,Morning,311,Vadodara-Surat,GJ08-Non-AC-188,D393,Non-AC,50,53,106,250,13250,9.48,4.98,Good,26-01-2024,1,0.6,Low,0.52,5949,7301,Clear,0,0,Navratri,211,17,Vadodara,Surat,108
3264,20-05-2024,Monday,Morning,482,Ahmedabad-Vadodara,GJ04-AC-106,D231,Non-AC,60,47,78.33,200,9400,7.97,5.33,Needs Repair,24-04-2024,0,0.17,Low,0.45,5178,4222,Clear,1,1,Festival Season,259,0,Ahmedabad,Vadodara,121
3265,19-04-2024,Friday,Morning,367,Gandhinagar-Bhavnagar,GJ07-AC-411,D147,Non-AC,60,52,86.67,200,10400,9.4,5.58,Good,20-06-2024,1,0.25,High,0.32,3127,7273,Foggy,0,0,IPL Match,189,9,Gandhinagar,Bhavnagar,228
3266,21-03-2024,Thursday,Afternoon,148,Vadodara-Surat,GJ07-Sleeper-115,D466,Express,40,37,92.5,200,7400,7.31,4.02,Good,10-03-2024,0,0.69,Low,0.47,6621,779,Foggy,0,0,IPL Match,205,15,Vadodara,Surat,69
3267,16-01-2024,Tuesday,Afternoon,292,Surat-Rajkot,GJ07-Express-282,D191,Non-AC,60,48,80,250,12000,9.25,4.42,Good,25-02-2024,0,0.58,High,0.5,3793,8207,Rainy,0,0,,208,12,Surat,Rajkot,161
3268,10-02-2024,Saturday,Night,407,Surat-Rajkot,GJ03-Sleeper-156,D343,Express,50,31,62,150,4650,7.93,4.1,Needs Repair,26-06-2024,1,0.18,Medium,0.16,5046,-396,Rainy,0,0,Navratri,241,13,Surat,Rajkot,108
3269,02-06-2024,Sunday,Morning,367,Surat-Rajkot,GJ06-Express-186,D451,Sleeper,50,44,88,200,8800,7.41,5.38,Needs Repair,28-01-2024,2,0.83,Medium,0.78,5293,3507,Clear,0,0,,137,29,Surat,Rajkot,120
3270,28-01-2024,Sunday,Night,257,Vadodara-Surat,GJ09-Sleeper-184,D499,Express,60,24,40,250,6000,10.4,4.93,Needs Repair,21-01-2024,2,0.71,Medium,0.19,6371,-371,Clear,0,1,Festival Season,197,20,Vadodara,Surat,186
3271,22-03-2024,Friday,Afternoon,470,Ahmedabad-Vadodara,GJ04-Express-208,D263,AC,50,52,104,200,10400,7.19,4.15,Needs Repair,17-04-2024,0,0.79,High,0.6,5890,4510,Foggy,1,1,,120,21,Ahmedabad,Vadodara,158
3272,23-01-2024,Tuesday,Night,347,Vadodara-Surat,GJ05-Express-305,D207,Express,60,44,73.33,150,6600,7.11,5.51,Needs Repair,03-03-2024,1,0.13,Low,0.14,6057,543,Clear,0,0,IPL Match,169,3,Vadodara,Surat,178
3273,07-03-2024,Thursday,Night,203,Gandhinagar-Bhavnagar,GJ01-AC-104,D115,Non-AC,40,26,65,250,6500,7.53,4.03,Needs Repair,06-06-2024,2,0.43,High,0.59,5574,926,Foggy,1,0,IPL Match,161,13,Gandhinagar,Bhavnagar,206
3274,21-05-2024,Tuesday,Night,258,Surat-Rajkot,GJ02-Sleeper-473,D224,AC,40,20,50,200,4000,7.24,4.66,Needs Repair,21-06-2024,2,0.85,High,0.49,5128,-1128,Foggy,1,0,IPL Match,248,30,Surat,Rajkot,240
